NCBI	CommonName
178.1	AGL
91607.1	SLFN11
2931.1	GSK3A
84072.1	HORMAD1
55001.1	TTC22
55821.1	ALLC
1603.1	DAD1
89781.1	HPS4
79571.1	GCC1
56063.1	C1orf91
84466.1	MEGF10
154150.1	HDGFL1
2811.1	GP1BA
915.1	CD3D
55026.1	FAM70A
199223.1	TTC21A
26136.1	TES
3131.1	HLF
27098.1	CLUL1
54971.1	BANP
163479.1	FNDC7
3627.1	CXCL10
154215.1	NKAIN2
26152.1	ZNF337
11149.1	BVES
30834.1	ZNRD1
57828.1	C19orf15
6540.1	SLC6A13
84229.1	CCDC135
11116.1	CCR6
528.1	ATP6V1C1
2752.1	GLUL
10296.1	MAEA
81550.1	TDRD3
3752.1	KCND3
9743.1	RICS
1004.1	CDH6
8808.1	IL1RL2
128272.1	ARHGEF19
5475.1	PPEF1
64754.1	SMYD3
132851.1	SPATA4
55151.1	TMEM38B
90480.1	GADD45GIP1
116540.1	MRPL53
54682.1	MANSC1
3184.1	HNRNPD
202151.1	RANBP3L
113655.1	MFSD3
25771.1	TBC1D22A
5595.1	MAPK3
219595.1	FOLH1B
2590.1	GALNT2
5881.1	RAC3
734.1	OSGIN2
3985.1	LIMK2
23583.1	SMUG1
53942.1	CNTN5
54918.1	CMTM6
495.1	ATP4A
85414.1	SLC45A3
3059.1	HCLS1
29947.1	DNMT3L
132332.1	TMEM155
84080.1	C16orf48
147798.1	TMC4
5295.1	PIK3R1
9759.1	HDAC4
56270.1	WDR45L
1277.1	COL1A1
253175.1	LOC253175
84866.1	TMEM25
83716.1	CRISPLD2
3596.1	IL13
283284.1	IGSF22
1891.1	ECH1
10439.1	OLFM1
221662.1	RBM24
26610.1	ELP4
9143.1	SYNGR3
165918.1	RNF168
51085.1	MLXIPL
58526.1	MID1IP1
226.1	ALDOA
51241.1	COX16
23608.1	MKRN1
29919.1	C18orf8
3265.1	HRAS
123876.1	ACSM2A
4863.1	NPAT
2286.1	FKBP2
4759.1	NEU2
91544.1	UBXN11
4771.1	NF2
10485.1	C1orf61
256710.1	GLIPR1L1
79170.1	ATAD4
28969.1	BZW2
79970.1	ZNF767
9101.1	USP8
171023.1	ASXL1
55275.1	VPS53
3817.1	KLK2
9765.1	ZFYVE16
84280.1	BTBD10
132243.1	H1FOO
6051.1	RNPEP
254048.1	UBN2
2729.1	GCLC
124590.1	USH1G
79824.1	DLC1
55054.1	ATG16L1
9647.1	PPM1F
54883.1	CWC25
132014.1	IL17RE
81889.1	FAHD1
6455.1	SH3GL1
79871.1	RPAP2
9572.1	NR1D1
84923.1	FAM104A
3487.1	IGFBP4
283742.1	FAM98B
387.1	RHOA
1434.1	CSE1L
92715.1	WDR85
23512.1	SUZ12
6347.1	CCL2
93190.1	C1orf158
84890.1	ADO
57103.1	TIGAR
23085.1	ERC1
275.1	AMT
169792.1	GLIS3
3109.1	HLA-DMB
84516.1	DCTN5
23155.1	CLCC1
29905.1	HSU84971
57158.1	JPH2
257629.1	ANKS4B
1455.1	CSNK1G2
9325.1	TRIP4
5478.1	PPIA
4222.1	MEOX1
53827.1	FXYD5
727830.1	SPATA31A3
26245.1	OR2M4
64319.1	FBRS
5967.1	REG1A
55604.1	LRRC16A
4929.1	NR4A2
25824.1	PRDX5
200185.1	KRTCAP2
6623.1	SNCG
89927.1	C16orf45
10253.1	SPRY2
84227.1	RGSL1
6696.1	SPP1
22880.1	MORC2
51308.1	REEP2
516.1	ATP5G1
26115.1	TANC2
91833.1	WDR20
163589.1	TDRD5
7294.1	TXK
2717.1	GLA
80005.1	DOCK5
170079.1	FANCB
64778.1	FNDC3B
159090.1	FAM122B
64327.1	LMBR1
8387.1	OR1E1
51780.1	KDM3B
10426.1	TUBGCP3
55207.1	ARL8B
83546.1	RTBDN
25862.1	USP49
10699.1	CORIN
56654.1	NPDC1
5214.1	PFKP
83604.1	TMEM47
79041.1	TMEM38A
1362.1	CPD
80147.1	TOE1
64763.1	ZNF574
51690.1	LSM7
9940.1	DLEC1
83899.1	KRTAP9-9
57325.1	CSRP2BP
283375.1	SLC39A5
491.1	ATP2B2
149461.1	CLDN19
9184.1	BUB3
222255.1	ATXN7L1
55617.1	TASP1
27440.1	CECR5
3643.1	INSR
51407.1	TLX2
56993.1	TOMM22
55101.1	ATP5SL
165055.1	CCDC138
4580.1	MTX1
26123.1	TCTN3
84102.1	SLC41A2
55273.1	TMEM100
80758.1	PRR7
10345.1	TRDN
94104.1	GCFC
55856.1	ACOT13
10431.1	TIMM23
136259.1	KLF14
114548.1	NLRP3
27336.1	HTATSF1
79641.1	ROGDI
8291.1	DYSF
83889.1	WDR87
50846.1	DHH
1149.1	CIDEA
133383.1	C5orf35
51762.1	RAB8B
55723.1	ASF1B
1379.1	CR1L
84948.1	TIGD5
57332.1	CBX8
81693.1	AMN
55337.1	C19orf66
8904.1	CPNE1
123606.1	NIPA1
55612.1	FERMT1
91445.1	RNF185
609.1	HCN1
4795.1	NFKBIL1
84189.1	SLITRK6
27107.1	ZBTB11
55633.1	TBC1D22B
4665.1	NAB2
2288.1	FKBP4
79792.1	GSDMD
149647.1	FAM71A
10912.1	GADD45G
2570.1	GABRR2
122509.1	IFI27L1
726.1	CAPN5
54956.1	PARP16
1175.1	AP2S1
10400.1	PEMT
3954.1	LETM1
1075.1	CTSC
22803.1	XRN2
25963.1	TMEM87A
3694.1	ITGB6
254268.1	C1orf62
6663.1	SOX10
80705.1	TSGA10
9324.1	HMGN3
4720.1	NDUFS2
57698.1	KIAA1598
80723.1	TMEM22
3832.1	KIF11
51375.1	SNX7
83890.1	SPATA9
6901.1	TAZ
285704.1	RGMB
535.1	ATP6V0A1
25884.1	CHRDL2
23630.1	KCNE1L
27290.1	SPINK4
64221.1	ROBO3
54550.1	NECAB2
24150.1	TP53TG3
84515.1	MCM8
196740.1	C10orf72
65095.1	KRI1
93380.1	MMGT1
2173.1	FABP7
7216.1	TRO
84873.1	GPR128
8800.1	PEX11A
203238.1	C9orf93
5889.1	RAD51C
7155.1	TOP2B
6303.1	SAT1
79767.1	ELMO3
4320.1	MMP11
3433.1	IFIT2
84078.1	KBTBD7
4843.1	NOS2
122769.1	PPIL5
90416.1	C15orf57
64241.1	ABCG8
83888.1	FGFBP2
56172.1	ANKH
84276.1	NICN1
23348.1	DOCK9
57101.1	ANO2
2559.1	GABRA6
29842.1	TFCP2L1
26175.1	C14orf109
158866.1	ZDHHC15
51231.1	VRK3
115353.1	LRRC42
6120.1	RPE
25913.1	POT1
4681.1	NBL1
55667.1	DENND4C
30832.1	ZNF354C
54361.1	WNT4
57408.1	LRTM1
8525.1	DGKZ
140462.1	ASB9
26064.1	RAI14
4593.1	MUSK
64682.1	ANAPC1
23253.1	ANKRD12
55975.1	KLHL7
23396.1	PIP5K1C
873.1	CBR1
25843.1	MOBKL3
10939.1	AFG3L2
155368.1	WBSCR27
6628.1	SNRPB
54851.1	ANKRD49
259.1	AMBP
134510.1	UBLCP1
3680.1	ITGA9
26472.1	PPP1R14B
2177.1	FANCD2
9568.1	GABBR2
29781.1	NCAPH2
51651.1	PTRH2
93594.1	WDR67
10616.1	RBCK1
167153.1	PAPD4
55233.1	MOBKL1B
10061.1	ABCF2
4710.1	NDUFB4
55335.1	NIPSNAP3B
54973.1	CPSF3L
54551.1	MAGEL2
90865.1	IL33
80975.1	TMPRSS5
55515.1	ACCN4
7163.1	TPD52
83879.1	CDCA7
27131.1	SNX5
653519.1	GPR89A
55622.1	TTC27
1822.1	ATN1
120534.1	C11orf46
84312.1	BRMS1L
136227.1	EMID2
79718.1	IRA1
222.1	ALDH3B2
25879.1	WDSOF1
766.1	CA7
84081.1	CCDC55
148738.1	HFE2
9934.1	P2RY14
79866.1	BORA
7578.1	ZNF30
2850.1	GPR27
54902.1	TTC19
23759.1	PPIL2
84440.1	RAB11FIP4
93474.1	ZNF670
220202.1	ATOH7
116238.1	TLCD1
1509.1	CTSD
942.1	CD86
9635.1	CLCA2
56926.1	NCLN
283848.1	CES8
3104.1	ZBTB48
80210.1	ARMC9
9506.1	PAGE4
3459.1	IFNGR1
128061.1	C1orf131
51320.1	MEX3C
5870.1	RAB6A
57585.1	CRAMP1
166785.1	MMAA
1178.1	CLC
25807.1	RHBDD3
11094.1	C9orf7
7053.1	TGM3
55603.1	FAM46A
221458.1	KIF6
55109.1	AGGF1
57187.1	THOC2
3329.1	HSPD1
26027.1	ACOT11
9351.1	SLC9A3R2
9500.1	MAGED1
54507.1	ADAMTSL4
7084.1	TK2
79446.1	WDR25
54972.1	TMEM132A
6142.1	RPL18A
8036.1	SHOC2
22920.1	KIFAP3
283635.1	FAM177A1
6397.1	SEC14L1
8914.1	TIMELESS
8642.1	DCHS1
6863.1	TAC1
221301.1	FAM26D
23019.1	CNOT1
2250.1	FGF5
54453.1	RIN2
84691.1	FAM71F1
22934.1	RPIA
126969.1	SLC44A3
26073.1	POLDIP2
2706.1	GJB2
10289.1	EIF1B
3248.1	HPGD
283651.1	C15orf21
27443.1	CECR2
60313.1	GPBP1L1
55188.1	RIC8B
10322.1	SMYD5
201973.1	CCDC111
29937.1	NENF
997.1	CDC34
3675.1	ITGA3
121504.1	HIST1H4J
55082.1	ARGLU1
80031.1	SEMA6D
8967.1	HIST1H3A
57118.1	CAMK1D
412.1	STS
80113.1	MIA2
1890.1	TYMP
57804.1	POLD4
148523.1	C1orf51
2322.1	FLT3
8529.1	CYP4F2
4716.1	NDUFB10
84717.1	HDGFRP2
9349.1	RPL23
54726.1	HSHIN1
3628.1	INPP1
28966.1	SNX24
4817.1	NIT1
10435.1	CDC42EP2
56946.1	EMSY
25906.1	C11orf51
4140.1	MARK3
25886.1	WDR51A
3920.1	LAMP2
255352.1	C10orf93
23590.1	PDSS1
23752.1	STK22A
90952.1	ESAM
2339.1	FNTA
55857.1	NCRNA00153
3566.1	IL4R
6328.1	SCN3A
148646.1	RNF207
64151.1	NCAPG
6444.1	SGCD
23272.1	C3orf63
55214.1	P3H2
84526.1	ARHGAP9
50512.1	PODXL2
8045.1	RASSF7
11264.1	PXMP4
6565.1	SLC15A2
9053.1	MAP7
147407.1	SLC25A52
5049.1	PAFAH1B2
58155.1	PTBP2
120892.1	LRRK2
2140.1	EYA3
92105.1	INTS4
51103.1	NDUFAF1
81888.1	HYI
4849.1	CNOT3
7551.1	ZNF3
4917.1	NTN3
9218.1	VAPA
1734.1	DIO2
79442.1	LRRC2
11215.1	AKAP11
138474.1	TAF1L
147081.1	C17orf69
57758.1	SCUBE2
1231.1	CCR2
79765.1	GIMAP6
28987.1	NOB1
170692.1	ADAMTS18
139804.1	RBMXL3
4987.1	OPRL1
11341.1	SCRG1
64969.1	MRPS5
10077.1	TSPAN32
54906.1	C10orf18
11071.1	ATP9B
145645.1	C15orf43
3195.1	TLX1
25950.1	RWDD3
8672.1	EIF4G3
79921.1	TCEAL4
81890.1	QTRT1
1027.1	CDKN1B
1387.1	CREBBP
23484.1	LEPROTL1
80142.1	PTGES2
54953.1	ODR4
10117.1	ENAM
22837.1	COBLL1
8089.1	YEATS4
10018.1	BCL2L11
23122.1	CLASP2
80271.1	ITPKC
6642.1	SNX1
79071.1	ELOVL6
80008.1	TMEM156
8087.1	FXR1
128434.1	VSTM2L
266.1	AMELY
9976.1	CLEC2B
23015.1	GOLGA8A
55180.1	LINS1
5052.1	PRDX1
55698.1	RADIL
205428.1	C3orf58
55063.1	ZCWPW1
57002.1	C7orf36
132954.1	PDCL2
113201.1	CASC4
3992.1	FADS1
64816.1	CYP3A43
84902.1	CCDC123
9537.1	TP53I11
79168.1	LILRA6
2703.1	GJA8
84444.1	DOT1L
123041.1	SLC24A4
1039.1	CDR2
158763.1	FLJ30058
79962.1	DNAJC22
84282.1	RNF135
55020.1	TTC38
9522.1	SCAMP1
388.1	RHOB
2560.1	GABRB1
79989.1	TTC26
29103.1	DNAJC15
79156.1	PLEKHF1
5949.1	RBP3
79173.1	C19orf57
9187.1	SLC24A1
9098.1	USP6
11272.1	PRR4
64063.1	PRSS22
64398.1	MPP5
1738.1	DLD
84289.1	ING5
56957.1	OTUD7B
5352.1	PLOD2
1378.1	CR1
261734.1	NPHP4
121391.1	KRT74
1294.1	COL7A1
23163.1	GGA3
84915.1	C12orf34
56257.1	MEPCE
3036.1	HAS1
10636.1	RGS14
79856.1	SNX22
6386.1	SDCBP
26093.1	CCDC9
115.1	ADCY9
130162.1	C2orf63
2814.1	GP5
50944.1	SHANK1
6975.1	TECTB
51654.1	CDK5RAP1
23584.1	VSIG2
28.1	ABO-A
196500.1	C12orf53
79647.1	AKIRIN1
4793.1	NFKBIB
113115.1	FAM54A
30836.1	DNTTIP2
1948.1	EFNB2
55027.1	HEATR3
92346.1	C1orf105
149111.1	CNIH3
10188.1	TNK2
767.1	CA8
83700.1	JAM3
54797.1	MED18
123228.1	SENP8
201931.1	TMEM192
4340.1	MOG
9849.1	ZNF518A
8825.1	LIN7A
55388.1	MCM10
10393.1	ANAPC10
57192.1	MCOLN1
253815.1	UMODL1
9694.1	TTC35
23645.1	PPP1R15A
56832.1	IFNK
56651.1	C18orf2
5132.1	PDC
115294.1	PCMTD1
84886.1	C1orf198
10160.1	FARP1
7760.1	ZNF213
94056.1	SYAP1
158787.1	RIBC1
3836.1	KPNA1
23411.1	SIRT1
115752.1	DIS3L
51564.1	HDAC7
25821.1	MTO1
59349.1	KLHL12
220766.1	CEP170L
64927.1	TTC23
3772.1	KCNJ15
79642.1	ARSJ
5612.1	PRKRIR
81833.1	SPACA1
25874.1	MPC2
10248.1	POP7
90809.1	TMEM55B
6427.1	SFRS2
2353.1	FOS
5173.1	PDYN
118663.1	BTBD16
1179.1	CLCA1
545.1	ATR
79172.1	CENPO
5793.1	PTPRG
5911.1	RAP2A
54491.1	FAM105A
148109.1	FAM187B
55733.1	HHAT
51066.1	C3orf32
23221.1	RHOBTB2
57338.1	JPH3
6788.1	STK3
116832.1	RPL39L
3188.1	HNRPH2
10076.1	PTPRU
57821.1	C1orf114
117608.1	ZNF354B
221044.1	UCMA
84268.1	RPAIN
4714.1	NDUFB8
23586.1	DDX58
10062.1	NR1H3
10170.1	DHRS9
6638.1	SNRPN
85438.1	CLPH
125170.1	SMCR7
64770.1	CCDC14
56000.1	NXF3
5306.1	PITPNA
65260.1	C1orf163
3337.1	DNAJB1
8347.1	HIST1H2BG
60672.1	MIIP
64101.1	LRRC4
2893.1	GRIA4
220296.1	HEPACAM
84952.1	CGNL1
3732.1	CD82
10826.1	C5orf4
51439.1	FAM8A1
259197.1	NCR3
162517.1	FBXO39
5162.1	PDHB
10020.1	GNE
64848.1	YTHDC2
5025.1	P2RX4
10000.1	AKT3
64840.1	PORCN
11269.1	DDX19B
124093.1	CCDC78
1981.1	EIF4G1
9731.1	KIAA0562
131450.1	CD200R1
29091.1	STXBP6
5347.1	PLK1
54914.1	KIAA1797
57761.1	TRIB3
29903.1	CCDC106
6102.1	RP2
55164.1	SHQ1
54888.1	NSUN2
8408.1	ULK1
10987.1	COPS5
6713.1	SQLE
152789.1	JAKMIP1
55125.1	CEP192
10799.1	RPP40
55120.1	FANCL
83597.1	RTP3
203286.1	ANKS6
3697.1	ITIH1
54850.1	FBXL12
6279.1	S100A8
51092.1	SIDT2
5832.1	ALDH18A1
54881.1	TEX10
1389.1	CREBL2
3747.1	KCNC2
51281.1	ANKMY1
84168.1	ANTXR1
51177.1	PLEKHO1
54456.1	MOV10L1
64421.1	DCLRE1C
55738.1	ARFGAP1
4698.1	NDUFA5
126433.1	FBXO27
2697.1	GJA1
4928.1	NUP98
8756.1	ADAM7
51555.1	PEX5L
27141.1	CIDEB
22875.1	ENPP4
8622.1	PDE8B
1392.1	CRH
84073.1	MYCBPAP
10742.1	RAI2
9657.1	IQCB1
2346.1	FOLH1
90233.1	ZNF776
170082.1	TCEANC
334.1	APLP2
1140.1	CHRNB1
79596.1	RNF219
57820.1	CCNB1IP1
79770.1	TXNDC15
8883.1	NAE1
9592.1	IER2
23430.1	TPSD1
80321.1	CEP70
515.1	ATP5F1
23287.1	AGTPBP1
84063.1	KIRREL2
9410.1	SNRNP40
79621.1	RNASEH2B
29113.1	C6orf15
11262.1	SP140
494143.1	CHAC2
54903.1	MKS1
85320.1	ABCC11
8928.1	FOXH1
56948.1	SDR39U1
55679.1	LIMS2
5174.1	PDZK1
120425.1	AMICA1
64083.1	GOLPH3
54845.1	ESRP1
4236.1	MFAP1
1414.1	CRYBB1
10237.1	SLC35B1
50486.1	G0S2
9898.1	UBAP2L
149483.1	CCDC17
64285.1	RHBDF1
54700.1	RRN3
5913.1	RAPSN
85395.1	C21orf70
6699.1	SPRR1B
26154.1	ABCA12
9732.1	DOCK4
54718.1	BTN2A3
54520.1	CCDC93
4250.1	SCGB2A2
80791.1	C17orf28
84309.1	NUDT16L1
8659.1	ALDH4A1
90070.1	LACRT
80019.1	UBTD1
256957.1	C17orf66
8973.1	CHRNA6
26092.1	TOR1AIP1
28232.1	SLCO3A1
3884.1	KRT33B
79893.1	GGNBP2
3921.1	RPSA
84659.1	RNASE7
51070.1	NOSIP
79891.1	ZNF671
9715.1	FAM131B
56903.1	PAPOLB
572.1	BAD
80740.1	LY6G6C
10723.1	SLC12A7
89857.1	KLHL6
1506.1	CTRL
220108.1	FAM124A
79161.1	C7orf23
7174.1	TPP2
23057.1	NMNAT2
255061.1	TAC4
79007.1	DBNDD1
8334.1	HIST1H2AC
51561.1	IL23A
55216.1	C11orf57
8940.1	TOP3B
51100.1	SH3GLB1
5589.1	PRKCSH
6491.1	STIL
1576.1	CYP3A4
153396.1	TMEM161B
9877.1	ZC3H11A
140731.1	ANKRD60
10162.1	LPCAT3
9024.1	BRSK2
126259.1	TMIGD2
84654.1	SPZ1
10385.1	BTN2A2
51307.1	FAM53C
79003.1	MIS12
8989.1	TRPA1
257194.1	NEGR1
4835.1	NQO2
9639.1	ARHGEF10
151516.1	ASPRV1
11346.1	SYNPO
54988.1	ACSM5
78987.1	CRELD1
90665.1	TBL1Y
81609.1	SNX27
197196.1	TMEM148
124995.1	MRPL10
9313.1	MMP20
286183.1	NKAIN3
51222.1	ZNF219
55751.1	TMEM184C
84524.1	ZC3H8
55370.1	PPP4R1L
165.1	AEBP1
55066.1	PDPR
90522.1	YIF1B
1215.1	CMA1
256815.1	C10orf67
80833.1	APOL3
114960.1	TSGA13
149840.1	C20orf196
56673.1	C11orf16
51190.1	LOC51190
283989.1	TSEN54
220064.1	ORAOV1
9861.1	PSMD6
10081.1	PDCD7
27316.1	RBMX
51368.1	TEX264
94026.1	POM121L2
7322.1	UBE2D2
79934.1	ADCK4
29946.1	SERTAD3
64231.1	MS4A6A
25837.1	RAB26
84940.1	CORO6
84539.1	MCHR2
4436.1	MSH2
84722.1	PSRC1
79679.1	VTCN1
200172.1	SLFNL1
57521.1	RPTOR
3597.1	IL13RA1
116987.1	AGAP1
92342.1	C1orf156
51285.1	RASL12
219990.1	PLAC1L
29015.1	SLC43A3
93621.1	MRFAP1
23169.1	SLC35D1
64645.1	HIAT1
23617.1	TSSK2
79990.1	PLEKHH3
55805.1	LRP2BP
89953.1	KLC4
51460.1	SFMBT1
23091.1	ZC3H13
80071.1	CCDC15
9445.1	ITM2B
58516.1	FAM60A
115111.1	SLC26A7
10465.1	PPIH
84314.1	TMEM107
171558.1	PTCRA
115572.1	FAM46B
10650.1	SLMO1
113179.1	ADAT3
10072.1	DPP3
79780.1	CCDC82
84898.1	PLXDC2
147990.1	DPY19L3
26100.1	WIPI2
57617.1	VPS18
80760.1	ITIH5
121504.1	HIST1H4J
112476.1	PRRT2
51225.1	ABI3
84668.1	FAM126A
1382.1	CRABP2
10827.1	FAM114A2
79845.1	RNF122
170626.1	XAGE3
79018.1	C17orf39
977.1	CD151
126695.1	C1orf172
56623.1	INPP5E
55605.1	KIF21A
79184.1	BRCC3
517.1	ATP5G2
10297.1	APC2
222166.1	C7orf41
116447.1	TOP1MT
384.1	ARG2
9379.1	NRXN2
57446.1	NDRG3
22852.1	ANKRD26
84636.1	GPR174
91433.1	RCCD1
8572.1	PDLIM4
84960.1	CCDC183
64173.1	SPATA1
94240.1	EPSTI1
10798.1	OR5I1
81831.1	NETO2
8694.1	DGAT1
254187.1	TSGA10IP
55075.1	UACA
1310.1	COL19A1
120939.1	C12orf59
8398.1	PLA2G6
10209.1	EIF1
23245.1	ASTN2
9185.1	REPS2
146774.1	ERN1
123803.1	NTAN1
56132.1	PCDHB3
55112.1	WDR60
201633.1	TIGIT
51668.1	HSPB11
9698.1	PUM1
161514.1	TBC1D21
55848.1	C9orf46
6421.1	SFPQ
131474.1	CHCHD4
124491.1	TMEM170A
57467.1	HHATL
27240.1	SIT1
51193.1	ZNF639
1312.1	COMT
1802.1	DPH2
51545.1	ZNF581
4595.1	MUTYH
4123.1	MAN2C1
4597.1	MVD
84985.1	FAM83A
4792.1	NFKBIA
4821.1	NKX2-2
285973.1	ATG9B
23612.1	PHLDA3
83992.1	CTTNBP2
83884.1	SLC25A2
7786.1	MAP3K12
92170.1	MTG1
114907.1	FBXO32
54664.1	TMEM106B
80063.1	ATF7IP2
221409.1	SPATS1
6514.1	SLC2A2
23397.1	NCAPH
25957.1	SFRS18
23547.1	LILRA4
1512.1	CTSH
11183.1	MAP4K5
4065.1	LY75
55367.1	LRDD
91012.1	LASS5
55086.1	CXorf57
9644.1	SH3PXD2A
55076.1	TMEM45A
1174.1	AP1S1
55160.1	ARHGEF10L
26271.1	FBXO5
55511.1	SAGE1
51657.1	STYXL1
119392.1	C10orf78
1606.1	DGKA
94122.1	SYTL5
127495.1	LRRC39
1361.1	CPB2
1046.1	CDX4
80323.1	CCDC68
28951.1	TRIB2
84707.1	BEX2
79883.1	PODNL1
51129.1	ANGPTL4
219738.1	C10orf35
1646.1	AKR1C2
8702.1	B4GALT4
64755.1	C16orf58
79720.1	VPS37B
55347.1	ABHD10
56136.1	PCDHA13
54892.1	NCAPG2
3185.1	HNRNPF
23530.1	NNT
22846.1	VASH1
84895.1	FAM73B
79165.1	LENG1
54206.1	ERRFI1
151278.1	CCDC140
2528.1	FUT6
79817.1	MOBKL2B
7507.1	XPA
55196.1	C12orf35
80168.1	MOGAT2
6913.1	TBX15
55322.1	C5orf22
55107.1	ANO1
8313.1	AXIN2
84305.1	WIBG
4064.1	CD180
9744.1	ACAP1
84934.1	C12orf52
5394.1	EXOSC10
2209.1	FCGR1A
64648.1	SPANXE
113130.1	CDCA5
6273.1	S100A2
151246.1	SGOL2
2315.1	MLANA
79568.1	C2orf47
140825.1	NEURL2
9419.1	CRIPT
2199.1	FBLN2
146562.1	C16orf71
223.1	ALDH9A1
140831.1	ZSWIM3
7283.1	TUBG1
259232.1	NALCN
81606.1	LBH
7884.1	SLBP
84216.1	TMEM117
148345.1	C1orf127
2828.1	GPR4
93663.1	ARHGAP18
221154.1	EFHA1
585.1	BBS4
23587.1	DERP6
771.1	CA12
6677.1	SPAM1
64092.1	SAMSN1
8388.1	OR1E2
81629.1	TSSK3
163882.1	C1orf71
22932.1	POMZP3
83982.1	IFI27L2
6370.1	CCL25
490.1	ATP2B1
54958.1	TMEM160
25839.1	COG4
8872.1	CDC123
78994.1	PRR14
23395.1	LARS2
22904.1	SBNO2
10513.1	APPBP2
10279.1	PRSS16
51201.1	ZDHHC2
23418.1	CRB1
93185.1	IGSF8
10563.1	CXCL13
84057.1	MND1
55741.1	EDEM2
80235.1	PIGZ
7743.1	ZNF189
9132.1	KCNQ4
23256.1	SCFD1
55915.1	LANCL2
83861.1	RSPH3
84894.1	LINGO1
9788.1	MTSS1
84925.1	DIRC2
79029.1	SPATA5L1
741.1	ZNHIT2
1366.1	CLDN7
64777.1	RMND5B
25823.1	TPSG1
90050.1	FAM181A
245928.1	DEFB114
84256.1	FLYWCH1
6430.1	SFRS5
112950.1	MED8
84839.1	RAX2
139818.1	DOCK11
9810.1	RNF40
1369.1	CPN1
1848.1	DUSP6
55259.1	CASC1
57549.1	IGSF9
54962.1	TIPIN
2885.1	GRB2
219736.1	STOX1
3577.1	IL8RA
165140.1	OXER1
79948.1	LPPR3
150468.1	CKAP2L
266675.1	BEST4
118426.1	LOH12CR1
151648.1	SGOL1
57496.1	MKL2
9498.1	SLC4A8
153769.1	SH3RF2
3308.1	HSPA4
27234.1	GPX7
51678.1	MPP6
145581.1	LRFN5
83853.1	ROPN1L
1659.1	DHX8
4072.1	EPCAM
23101.1	MCF2L2
64064.1	OXCT2
79918.1	SETD6
7272.1	TTK
10288.1	LILRB2
84261.1	FBXW9
117178.1	SSX2IP
121260.1	SLC15A4
1258.1	CNGB1
83787.1	ARMC10
83592.1	AKR1E2
7137.1	DNNAF3
10569.1	SLU7
257062.1	TMEM146
7296.1	TXNRD1
64776.1	C11orf1
1182.1	CLCN3
3320.1	HSPCA
6878.1	TAF6
55040.1	EPN3
55754.1	TMEM30A
51667.1	NUB1
136895.1	C7orf31
730249.1	IRG1
79692.1	ZNF322A
84447.1	SYVN1
10717.1	AP4B1
4107.1	MAGEA8
54823.1	C1orf26
56984.1	PSMG2
23594.1	ORC6L
55130.1	ARMC4
90550.1	CCDC109A
79969.1	ATAT1
7461.1	CLIP2
79703.1	C11orf80
1409.1	CRYAA
129446.1	XIRP2
4780.1	NFE2L2
9820.1	CUL7
2954.1	GSTZ1
153643.1	FAM81B
23404.1	EXOSC2
80129.1	C6orf97
146325.1	C16orf11
3416.1	IDE
79608.1	RIC3
79228.1	THOC6
65083.1	NOL6
84541.1	KBTBD8
51237.1	PACAP
80115.1	BAIAP2L2
4207.1	MEF2B
84065.1	TMEM222
1009.1	CDH11
54840.1	APTX
84260.1	TCHP
3604.1	TNFRSF9
79873.1	MTH3
283576.1	ZDHHC22
143282.1	FGFBP3
2232.1	FDXR
160492.1	IFLTD1
84557.1	MAP1LC3A
3209.1	HOXA13
25793.1	FBXO7
6496.1	SIX3
146894.1	CD300LG
55118.1	CRTAC1
54549.1	SDK2
28589.1	TRBV7-9
79745.1	CLIP4
136263.1	C7orf45
65999.1	LRRC61
91661.1	ZNF765
2237.1	FEN1
64801.1	ARV1
3742.1	KCNA6
151354.1	FAM84A
64429.1	ZDHHC6
8671.1	SLC4A4
117143.1	TADA1L
59339.1	PLEKHA2
55719.1	FAM178A
84922.1	FIZ1
1272.1	CNTN1
51360.1	MBTPS2
196951.1	C15orf33
64216.1	TFB2M
57599.1	WDR48
56475.1	RPRM
10484.1	SEC23A
2949.1	GSTM5
202865.1	C7orf33
135656.1	DPCR1
10670.1	RRAGA
55339.1	WDR33
55080.1	TAPBPL
165631.1	PARP15
23190.1	UBXN4
5331.1	PLCB3
2063.1	NR2F6
51527.1	GSKIP
390.1	RND3
283417.1	DPY19L2
149499.1	C1orf92
9650.1	MTFR1
9632.1	SEC24C
4539.1	MT-ND4L
51421.1	AMOTL2
83590.1	TMUB1
2253.1	FGF8
4248.1	MGAT3
83694.1	RPS6KL1
2530.1	FUT8
80346.1	REEP4
7448.1	VTN
51702.1	PADI3
55220.1	KLHDC8A
51533.1	PHF7
50484.1	RRM2B
4524.1	MTHFR
6923.1	TCEB2
112752.1	C14orf179
147945.1	NLRP4
4190.1	MDH1
51374.1	APR3
22797.1	TFEC
145942.1	TMCO5A
84708.1	LNX1
10941.1	UGT2A1
57470.1	LRRC47
1350.1	COX7C
11145.1	PLA2G16
9477.1	MED20
10050.1	SLC17A4
84103.1	C4orf17
79612.1	NARG1L
55061.1	SUSD4
483.1	ATP1B3
26521.1	TIMM8B
29087.1	THYN1
23331.1	TTC28
7345.1	UCHL1
148113.1	CILP2
2037.1	EPB41L2
5780.1	PTPN9
57418.1	WDR18
9749.1	PHACTR2
79144.1	PPDPF
7923.1	HSD17B8
55122.1	AKIRIN2
56300.1	IL1F9
91369.1	ANKRD40
